Exported data,,,,,,,,,,,,,,,,,,,,,,,
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
,,111,194.6768267,16.9697028,26.52474358,0.32527775,11.47202335,0,0,18.70580229,18.06631738,0.33653129,22.8127425,25.6377614,0.008627909,0.304292478,0.791180001,27.9036468,0,0,0.345898223,33.35395545,168.5207414
,,112,193.8924981,12.49373097,19.28517951,0.440030917,15.51918307,0,0,18.90008695,18.09114337,0.33083595,22.83128504,25.65040235,0.008486075,0.299290231,0.799736994,28.20543816,0,0,0.344443593,33.69912635,168.7507764
,,113,192.9664817,14.90898906,25.77257761,0.36698475,12.94296219,0,0,19.09351644,18.11759727,0.368551292,22.85158924,25.66303027,0.009458143,0.333573498,0.808709103,28.52187002,0,0,0.342728817,34.04271256,168.9691721
,,114,191.9726588,17.78358657,31.14311163,0.306079583,10.79493487,0,0,19.28598601,18.12922667,0.371653207,22.85132001,25.64829374,0.009532271,0.336187862,0.818204309,28.8567507,0,0,0.340899639,34.38452679,169.1753159
,,115,191.5912926,12.46960796,18.82419472,0.435649583,15.36466048,0,0,19.47776799,18.19946573,0.318872945,22.92418906,25.71793161,0.008200753,0.289227361,0.827070821,29.16945831,0,0,0.340158349,34.72505578,169.3718955
,,116,190.8146659,15.46101424,25.54990298,0.349935583,12.34166549,0,0,19.66897097,18.23353178,0.347420203,22.95011386,25.73488854,0.00894082,0.315328356,0.835641607,29.47173617,0,0,0.338715257,35.06449258,169.5600945
,,117,189.053522,15.91065674,30.56179617,0.33690775,11.88219475,0,0,19.85890506,18.18919221,0.401461,22.88292304,25.64758712,0.010296506,0.363141214,0.845260271,29.81097096,0,0,0.335516179,35.4016083,169.7342313
,,118,188.5084012,12.99070786,19.87163539,0.411445417,14.51101843,0,0,20.04768602,18.24660696,0.318064628,22.94141125,25.70576099,0.008176093,0.288357667,0.85449657,30.1367204,0,0,0.334485008,35.7366089,169.8956443
,,119,187.2108984,17.47154243,25.53188423,0.3038185,10.7151901,0,0,20.23554567,18.2270656,0.30235555,22.90657195,25.65542045,0.007757059,0.273578993,0.862463146,30.41768873,0,0,0.332121973,36.06991239,170.0466023
,,120,185.6387504,14.90559723,26.19463292,0.353129167,12.45429804,0,0,20.4219705,18.18043627,0.361851392,22.83690395,25.56322595,0.009250089,0.326235766,0.87096672,30.71759611,0,0,0.329272635,36.40060969,170.1830875
,,121,184.7078783,13.06689505,18.1404478,0.400799667,14.13555994,0,0,20.60714381,18.19643911,0.284447382,22.84582541,25.56073947,0.007270685,0.256425387,0.879227107,31.00892668,0,0,0.327561574,36.7290268,170.3069736
,,122,184.9643039,16.56276435,26.24415821,0.316642667,11.16747784,0,0,20.7919799,18.32377737,0.323224079,22.98748945,25.70978089,0.00831002,0.293081055,0.88701746,31.28367991,0,0,0.327959894,37.05678753,170.4260648
,,123,184.0831974,13.81700007,20.12007904,0.377758917,13.32294973,0,0,20.97650365,18.34768366,0.295503718,23.00516826,25.72062146,0.007600539,0.268058802,0.89497274,31.56424983,0,0,0.326336873,37.38393591,170.5406801
,,124,183.3163987,13.50470023,18.61777506,0.38488475,13.57426642,0,0,21.16020345,18.36565247,0.278686169,23.01069424,25.7124267,0.007165698,0.252722639,0.902355858,31.82464055,0,0,0.324926553,37.70956763,170.646802
,,125,182.5898146,16.98678021,28.75193282,0.304775333,10.74893607,0,0,21.34315656,18.36310014,0.341194303,22.99486204,25.68296077,0.00876288,0.309052688,0.910320147,32.10552822,0,0,0.323601116,38.03383146,170.7452525
,,126,182.0628093,13.87175655,22.51389263,0.372138083,13.12471197,0,0,21.52548287,18.3828049,0.326070929,23.01313495,25.69464527,0.008378277,0.295488356,0.918890725,32.40779874,0,0,0.322628532,38.35694628,170.8371656
,,127,181.6464768,14.03791403,13.85845142,0.366892417,12.93970574,0,0,21.70733751,18.41208158,0.197805013,23.03419853,25.70491335,0.005084561,0.179324283,0.925622144,32.64520506,0,0,0.321853224,38.67918716,170.9239174
,,128,181.3009688,15.96518615,21.28209658,0.321988583,11.35601973,0,0,21.88881124,18.43781042,0.266563009,23.04764477,25.70721328,0.006852592,0.241679909,0.931590721,32.85570716,0,0,0.321209288,39.00071842,171.0063378
,,129,180.5484167,13.79098462,19.52038888,0.371204083,13.0917713,0,0,22.06973593,18.44374865,0.282142506,23.03433574,25.68222765,0.007246048,0.255556467,0.938640041,33.10432534,0,0,0.319833252,39.32123969,171.0832243
,,130,179.8178617,14.43850012,14.96097916,0.35312225,12.4540541,0,0,22.24991907,18.45755819,0.205812886,23.03480677,25.66921212,0.005283055,0.186324844,0.944904592,33.325266,0,0,0.318493704,39.64040317,171.1532236
,,131,178.975176,15.04383648,22.86137288,0.337325,11.89691049,0,0,22.42931559,18.46338914,0.300545212,23.02990315,25.65907659,0.007711713,0.271979707,0.951401976,33.55441827,0,0,0.316954214,39.95812713,171.2161495
,,132,177.5694302,15.0230087,22.10938682,0.3351395,11.81983142,0,0,22.60758789,18.4152193,0.289723339,22.9614249,25.5751879,0.007409729,0.261329225,0.958962696,33.82107274,0,0,0.314416021,40.27381224,171.2696052
,,133,176.9846369,15.35456095,14.75057075,0.326822917,11.52651889,0,0,22.78486492,18.43550076,0.188391332,22.98138908,25.58941804,0.004820825,0.170022732,0.965077973,34.03674872,0,0,0.313340254,40.58769038,171.3147739
,,134,175.9071008,13.83167237,21.97378508,0.36059775,12.71770297,0,0,22.96131079,18.39690513,0.310537125,22.92791126,25.51610364,0.007923697,0.279456072,0.971450234,34.26148812,0,0,0.311396192,40.9000586,171.3530656
,,135,175.5135986,14.85792254,15.20566589,0.33494,11.81279537,0,0,23.13702114,18.43959618,0.199322319,22.96947399,25.55150754,0.005092986,0.17962142,0.977958576,34.49102687,0,0,0.31065858,41.21108599,171.3853418
,,136,174.4397031,15.0933737,20.14262643,0.327697667,11.55736992,0,0,23.31199779,18.38861431,0.259315824,22.89373252,25.4542572,0.006600692,0.232795785,0.983805414,34.69723547,0,0,0.308727776,41.52077917,171.4117485
,,137,174.134383,14.43389214,19.66383308,0.342070333,12.06427077,0,0,23.48628484,18.40931469,0.264145309,22.91278039,25.46482447,0.006726414,0.237229807,0.990468967,34.93224826,0,0,0.308161912,41.82922401,171.432736
,,138,174.2801446,15.3293202,17.91518599,0.322358667,11.36907197,0,0,23.6604921,18.4664876,0.226220096,22.97813576,25.52874642,0.005775115,0.203679039,0.996719732,35.15270269,0,0,0.308399832,42.13750488,171.4528413
,,139,174.0409879,13.98504789,18.08972428,0.352859583,12.44479027,0,0,23.83465267,18.47702056,0.250071733,22.98161599,25.52520633,0.006383133,0.225122825,1.002798856,35.36710362,0,0,0.307959497,42.44568455,171.4723213
,,140,173.8137844,13.26097381,23.07085518,0.371640583,13.10716595,0,0,24.00858005,18.49878983,0.335741078,22.99915981,25.53773323,0.008574066,0.302393528,1.010277455,35.63086179,0,0,0.307535652,42.75343212,171.4898575
,,141,173.8618619,14.22517659,17.78836983,0.346546083,12.22212327,0,0,24.18241787,18.56334825,0.240695141,23.07348465,25.61119373,0.00616449,0.217411649,1.017646733,35.89076438,0,0,0.307592624,43.06099626,171.5065098
,,142,173.2987972,14.56864228,20.54138192,0.337280167,11.89532929,0,0,24.3559982,18.54005803,0.270993972,23.03655673,25.56588499,0.006928201,0.244346502,1.024193079,36.12164346,0,0,0.306579149,43.36808215,171.5211141
,,143,172.4480706,13.91004729,22.06575494,0.351515167,12.39737486,0,0,24.52887164,18.48724951,0.30440905,22.96858512,25.48034473,0.007756448,0.273557435,1.031535403,36.38059543,0,0,0.305056261,43.67389985,171.5305709
,,144,172.1343964,15.22485791,23.75511353,0.320574333,11.3061414,0,0,24.70116287,18.4791243,0.299176588,22.95001423,25.4541297,0.00761528,0.268578673,1.039221266,36.65166348,0,0,0.304489483,43.97867273,171.5358533
,,145,172.2545821,13.84694952,24.36093701,0.35272075,12.43989384,0,0,24.87335736,18.50704027,0.337259251,22.97871059,25.47775325,0.008592608,0.30304747,1.04732521,36.93747655,0,0,0.304695092,44.28326501,171.5403956
,,146,171.7003772,13.2597534,23.69497451,0.367155583,12.94898721,0,0,25.04533484,18.47891442,0.342216256,22.93651634,25.42176778,0.008699742,0.306825922,1.055971385,37.24241325,0,0,0.303700193,44.58746266,171.5433893
,,147,171.1152159,15.97669749,18.67852083,0.303679833,10.71029955,0,0,25.21674264,18.4624027,0.223506702,22.90608943,25.37861305,0.00567229,0.200052553,1.063157401,37.49585249,0,0,0.302643694,44.8906346,171.5424669
,,148,171.0224464,13.81606142,21.82214607,0.350980667,12.3785239,0,0,25.38781147,18.49794499,0.301371441,22.94573446,25.41432374,0.007659151,0.270125957,1.069823122,37.73094174,0,0,0.30245867,45.19318578,171.5392667
,,149,170.6918568,13.98813196,20.80948256,0.345993083,12.20261985,0,0,25.55866862,18.50700873,0.283227786,22.95545794,25.42101234,0.007199937,0.253930205,1.077252666,37.99296982,0,0,0.301853503,45.49534187,171.5346887
,,150,170.8893204,15.20469604,23.3474434,0.318677583,11.23924608,0,0,25.72945921,18.5551685,0.292013372,23.01372263,25.47933603,0.007440307,0.262407662,1.084572788,38.25113876,0,0,0.302190509,45.79736387,171.5297281
,,151,170.2911202,13.24540428,28.29004618,0.364536583,12.85661929,0,0,25.90004943,18.52742148,0.405575925,22.97542647,25.42743819,0.010312757,0.363714353,1.09344932,38.56419976,0,0,0.301115791,46.09901702,171.5235062
,,152,170.3220751,14.8979005,21.62157408,0.324160583,11.43262268,0,0,26.07035603,18.57893455,0.274973302,23.03473005,25.48924572,0.007008862,0.247191298,1.10211013,38.86965259,0,0,0.301148766,46.4001493,171.5155002
,,153,169.8208893,16.02784591,27.03484026,0.300421,10.59536573,0,0,26.24042751,18.57793232,0.318756821,23.03143601,25.47971751,0.008121834,0.28644402,1.109675477,39.13647025,0,0,0.300238492,46.70084293,171.5060621
,,154,168.9089091,14.12997166,29.87085463,0.338942167,11.95394536,0,0,26.40979241,18.50680322,0.399135123,22.93895903,25.36607681,0.010124492,0.357074564,1.11879864,39.45822954,0,0,0.298613324,47.00026884,171.4921585
,,155,168.8295542,14.41712342,13.59618973,0.33203525,11.71034951,0,0,26.57866164,18.5393987,0.177738775,22.97300916,25.39915252,0.004514414,0.159216134,1.126118094,39.71637489,0,0,0.298454632,47.29880282,171.4752364
,,156,168.9596199,15.07156738,25.1354507,0.317862167,11.21048764,0,0,26.74755623,18.58456485,0.313911075,23.02324098,25.45182203,0.007989609,0.28178066,1.132370105,39.93687329,0,0,0.298670851,47.59736556,171.4586938
,,157,168.6013186,13.92320778,20.82444067,0.343349167,12.10937316,0,0,26.9163367,18.56518618,0.281359053,22.9967634,25.41256186,0.007150054,0.252170923,1.139939937,40.20384908,0,0,0.298028613,47.89571529,171.441635
,,158,168.3007981,14.7705743,18.22663018,0.323074833,11.39433002,0,0,27.08478775,18.5578808,0.231894327,22.98503441,25.39331417,0.005888566,0.207680239,1.146459247,40.43377466,0,0,0.297486012,48.1934726,171.4227073
,,159,168.0051268,14.08250495,23.92442168,0.338264917,11.93005984,0,0,27.25294072,18.5528111,0.318895051,22.97696926,25.37760459,0.008092793,0.285419782,1.153449926,40.68032467,0,0,0.296951268,48.49069124,171.4021429
,,160,168.4459388,14.17523114,18.19110927,0.336933917,11.88311761,0,0,27.42116625,18.62166731,0.240771581,23.05887071,25.45649976,0.006129202,0.216167091,1.160560923,40.93111811,0,0,0.29772155,48.78802765,171.3822891
,,161,168.5110326,15.77609244,21.30805272,0.302860917,10.68141767,0,0,27.58964474,18.63983777,0.253393796,23.07683206,25.46777582,0.006453376,0.227600211,1.166852212,41.15300176,0,0,0.297831791,49.08580432,171.364253
,,162,168.2911305,13.76925334,26.16632327,0.346549417,12.22224084,0,0,27.75804582,18.62851736,0.356341333,23.06065442,25.4472979,0.009067924,0.319811105,1.174612862,41.42670741,0,0,0.297437437,49.38343894,171.3459618
,,163,167.7082989,14.94455696,24.95615425,0.3181895,11.22203216,0,0,27.92604553,18.55909396,0.313246741,22.97565953,25.34994046,0.007940786,0.280058766,1.183117217,41.72664235,0,0,0.296409489,49.6803624,171.3254327
,,164,167.2733075,14.77550637,20.13655053,0.32099525,11.32098646,0,0,28.09353633,18.5204515,0.255590788,22.92677243,25.28939765,0.006463737,0.227965616,1.190319479,41.98065454,0,0,0.295636527,49.97638541,171.3020508
,,165,167.8670671,13.49657693,20.19117834,0.35266,12.43775129,0,0,28.26110652,18.59253822,0.280522061,23.01348291,25.38346161,0.007120621,0.251132854,1.197111658,42.22020378,0,0,0.296683156,50.27254525,171.2794335
,,166,167.9784582,16.26402419,22.95699746,0.292846417,10.32822236,0,0,28.42902928,18.58696484,0.264991866,23.00684743,25.37011622,0.006722874,0.237104974,1.204033406,42.46432269,0,0,0.296887858,50.56933076,171.2592126
,,167,168.4025772,14.88365281,22.87150455,0.320814167,11.31459994,0,0,28.5972198,18.62957005,0.288654499,23.05536412,25.41967196,0.007337503,0.258781924,1.211063594,42.71226614,0,0,0.297639346,50.86659436,171.2408371
,,168,169.0095167,13.09029973,20.42051114,0.366079917,12.91105018,0,0,28.76592585,18.69294119,0.293164465,23.12987363,25.49947179,0.007475539,0.263650244,1.218470115,42.97348222,0,0,0.29871372,51.16477089,171.2257491
,,169,168.5115429,15.76551227,25.96524019,0.303065083,10.6886183,0,0,28.93468638,18.63324051,0.309635838,23.05668832,25.41423413,0.007869158,0.277532541,1.226142463,43.24407362,0,0,0.297835609,51.46304556,171.211162
,,170,168.1688284,13.70002031,23.61529622,0.348047583,12.27507877,0,0,29.10302656,18.60198487,0.323998278,23.01811807,25.36818045,0.008219247,0.289879621,1.234186666,43.5277797,0,0,0.297226968,51.76057685,171.1942739
,,171,167.9804208,13.11070759,18.26662995,0.3632845,12.81246032,0,0,29.27110119,18.57912021,0.261898488,22.99561185,25.33799861,0.006635984,0.234040471,1.241614281,43.78973974,0,0,0.296894857,52.05763776,171.1760303
,,172,167.8666709,16.8977434,21.79315503,0.281676167,9.934265595,0,0,29.43902473,18.57317078,0.242355189,22.99119308,25.32899084,0.006138612,0.21649899,1.248001579,44.01500947,0,0,0.296690907,52.35443064,171.1571206
,,173,167.5050324,13.30772008,24.16525509,0.356893417,12.58705709,0,0,29.60671059,18.53113896,0.341228645,22.94283593,25.27460859,0.00862442,0.304169445,1.255383095,44.27534369,0,0,0.296052624,52.65080241,171.1370554
,,174,167.9664562,14.09676997,14.16002502,0.337844833,11.91524417,0,0,29.77444633,18.5551182,0.188984103,22.979091,25.31372336,0.004783891,0.168720156,1.262087251,44.51178849,0,0,0.296880027,52.94726873,171.1175076
,,175,167.7421319,16.58142407,24.76498331,0.286836667,10.11626813,0,0,29.94230062,18.52432846,0.281037339,22.944894,25.27601949,0.007103505,0.250529212,1.268030949,44.72141318,0,0,0.296486175,53.24395183,171.0988607
,,176,168.2120526,13.62198719,23.39081609,0.350131333,12.34856928,0,0,30.11027772,18.57622338,0.323138547,23.01285467,25.34472506,0.008189858,0.288843113,1.275677631,44.99109934,0,0,0.297316765,53.5408533,171.0811234
,,177,168.0589574,15.51838869,18.57483293,0.307064333,10.82966542,0,0,30.27841322,18.54811003,0.225386122,22.97912974,25.30621066,0.005703669,0.201159226,1.282624394,45.23610051,0,0,0.297051096,53.83803724,171.0644815
,,178,167.9637175,13.78521367,22.03635539,0.34547475,12.18433907,0,0,30.44642456,18.53875528,0.300970978,22.97126704,25.29481222,0.007613004,0.268498426,1.28928273,45.47092933,0,0,0.296882247,54.13500391,171.047329
,,179,167.811738,12.32989979,15.77790606,0.385902083,13.61014613,0,0,30.61431229,18.50793644,0.241104316,22.93522812,25.25349575,0.006088727,0.214739607,1.296133596,45.71254835,0,0,0.296619802,54.43175493,171.0296776
,,180,167.6904129,15.45539537,21.06634214,0.30763975,10.84995944,0,0,30.78206336,18.46885199,0.257133043,22.89045474,25.20424506,0.006480844,0.228568958,1.302418381,45.93420263,0,0,0.296416694,54.72827318,171.0114631
,,181,167.9387356,13.57607862,25.10301717,0.3507445,12.37019468,0,0,30.94987794,18.49107641,0.348835601,22.9229213,25.24038597,0.008804745,0.310529209,1.310061176,46.20375172,0,0,0.296857905,55.02491048,170.9938008
,,182,168.0182482,13.34766748,22.74663796,0.3569155,12.58783593,0,0,31.11785643,18.51098076,0.321255104,22.95367599,25.27159118,0.008118628,0.286330947,1.318522863,46.50218179,0,0,0.296993529,55.3218362,170.9772331
,,183,168.4849112,16.1176344,26.31902358,0.296397167,10.4534516,0,0,31.28610801,18.55005928,0.308058497,23.00559997,25.32273607,0.007800884,0.275124639,1.326482618,46.78290959,0,0,0.297823866,55.61924489,170.9623388
,,184,168.4533346,13.17495977,17.05653196,0.362530583,12.78587089,0,0,31.45457713,18.54315782,0.244218343,23.00223865,25.31961524,0.006183514,0.218082616,1.333474818,47.02951321,0,0,0.297769565,55.91704161,170.9487888
,,185,167.6812797,14.8320627,16.31385022,0.320551167,11.30532435,0,0,31.62264444,18.45076409,0.20746359,22.89744834,25.20646502,0.005229424,0.184433368,1.339181287,47.23077121,0,0,0.296408106,56.21413044,170.9332132
,,186,167.4431831,16.8253127,28.50641188,0.282175083,9.951861583,0,0,31.79020667,18.41916976,0.319520188,22.86606248,25.17461947,0.008043799,0.283691865,1.345817898,47.46483382,0,0,0.295989615,56.5103293,170.9150896
,,187,167.8245005,12.01641134,14.48333861,0.39599975,13.9662746,0,0,31.95784051,18.46026403,0.227259097,22.9235593,25.23726682,0.005735398,0.202278284,1.352707497,47.7078189,0,0,0.296664048,56.80665614,170.8975428
,,188,168.3518711,14.70857982,23.37341195,0.324535,11.44582775,0,0,32.1259287,18.51084846,0.299721461,22.99208681,25.3084655,0.00758549,0.267528047,1.359367941,47.94272206,0,0,0.297599575,57.10378795,170.8825995
,,189,168.5099854,15.89176988,27.30354717,0.3006545,10.6036009,0,0,32.29435963,18.50797537,0.324359951,22.99061432,25.30810078,0.008208934,0.289515917,1.367265154,48.22124405,0,0,0.297888071,57.40153177,170.8696277
,,190,167.6768134,12.80117207,16.09590253,0.371396333,13.09855164,0,0,32.46245303,18.3901363,0.237623473,22.85178468,25.15727555,0.005977959,0.210833011,1.3743586,48.47141851,0,0,0.296426928,57.69868927,170.8550159
,,191,168.1998066,15.30230672,21.54202315,0.311661333,10.99179422,0,0,32.63039134,18.41663991,0.266367815,22.8928008,25.20505586,0.006713816,0.236785486,1.380704488,48.69522776,0,0,0.297365279,57.99558537,170.8397452
,,192,168.7218948,13.84974768,20.81850437,0.345417167,12.1823082,0,0,32.79885219,18.43476849,0.284898883,22.92499181,25.24077567,0.007191069,0.253617436,1.38765693,48.94042922,0,0,0.298305792,58.29342091,170.8273551
,,193,168.7627544,13.01793265,13.77919403,0.3675775,12.96386753,0,0,32.96759451,18.40233084,0.200956056,22.89470932,25.20412575,0.005064922,0.178631646,1.393784925,49.15655376,0,0,0.298394646,58.59177113,170.8165519
,,194,169.072089,15.39763037,26.54823189,0.311338167,10.98039665,0,0,33.13651193,18.34914227,0.328781955,22.83856341,25.13969433,0.008265478,0.291510117,1.400450125,49.39162464,0,0,0.298980991,58.89045895,170.8067625
,,195,171.0658974,12.8116228,18.45480318,0.378593917,13.35239884,0,0,33.30658093,18.46313441,0.276111459,22.98703243,25.30454996,0.006986876,0.246415893,1.408076302,49.66058765,0,0,0.302553677,59.19122628,170.8029791
,,196,170.9591378,13.96985794,16.65280159,0.346988167,12.23771484,0,0,33.47759344,18.37112912,0.229394378,22.88002601,25.18947996,0.005778325,0.203792237,1.414458903,49.88569171,0,0,0.302402105,59.49370417,170.8040482
,,197,172.1329953,15.171115,23.9371169,0.321707333,11.34610049,0,0,33.64913951,18.3646594,0.305647547,22.88309588,25.19485637,0.007700746,0.271592934,1.421198438,50.1233843,0,0,0.304540597,59.79717552,170.8078148
,,198,173.3043577,11.95697605,17.90847297,0.41096275,14.49399556,0,0,33.82185819,18.3239179,0.292593428,22.8421361,25.15338553,0.007359715,0.259565328,1.428728669,50.38896343,0,0,0.306691903,60.10279177,170.8174656
,,199,175.0200664,14.94053978,22.37641661,0.33215125,11.71444064,0,0,33.9960204,18.3187336,0.295366301,22.84749927,25.16317782,0.007432355,0.262127204,1.436124704,50.64980969,0,0,0.309818767,60.41104711,170.8342734
,,200,176.190777,14.09404599,22.43240286,0.354455583,12.50107863,0,0,34.17162582,18.28085827,0.316538106,22.81071598,25.11953628,0.00795129,0.280429232,1.443816527,50.92108791,0,0,0.31197058,60.72194178,170.8581291
